,Generator,Hour,Slot,Dispatch
"('ng1', 24, 4)",ng1,24,4,0.0
"('ng4', 24, 4)",ng4,24,4,0.0
"('wind1', 24, 4)",wind1,24,4,0.0
"('solar1', 24, 5)",solar1,24,5,0.0
"('ng3', 24, 5)",ng3,24,5,400.0
"('ng0', 24, 5)",ng0,24,5,200.0
"('wind0', 24, 5)",wind0,24,5,105.73811729589
"('solar0', 24, 5)",solar0,24,5,0.0
"('solar2', 24, 5)",solar2,24,5,0.0
"('ng2', 24, 5)",ng2,24,5,0.0
"('wind2', 24, 5)",wind2,24,5,24.2496319910124
"('ng1', 24, 5)",ng1,24,5,9.98259285371773
"('ng4', 24, 5)",ng4,24,5,0.0
"('wind1', 24, 5)",wind1,24,5,0.0370894698744364
"('solar1', 24, 6)",solar1,24,6,0.0
"('ng3', 24, 6)",ng3,24,6,400.0
"('ng0', 24, 6)",ng0,24,6,200.0
"('wind0', 24, 6)",wind0,24,6,99.3603222714331
"('solar0', 24, 6)",solar0,24,6,0.0
"('solar2', 24, 6)",solar2,24,6,0.0
"('ng2', 24, 6)",ng2,24,6,0.0
"('wind2', 24, 6)",wind2,24,6,35.9927870900837
"('ng1', 24, 6)",ng1,24,6,3.28396517329122
"('ng4', 24, 6)",ng4,24,6,0.0
"('wind1', 24, 6)",wind1,24,6,0.0
